Saur-ST-2585	Saur-pta_-281	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2586	Saur-pta_-282	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-3	Saur-arcc-2	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2587	Saur-pta_-283	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-3	Saur-arcc-2	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2588	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-3	Saur-arcc-2	Saur-tpi_-281	Saur-yqil-3
Saur-ST-2589	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-3	Saur-arcc-2	Saur-tpi_-4	Saur-yqil-292
Saur-ST-2590	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-293
Saur-ST-2591	Saur-pta_-19	Saur-gmk_-2	Saur-glpf-15	Saur-aroe-23	Saur-arcc-19	Saur-tpi_-20	Saur-yqil-294
Saur-ST-2592	Saur-pta_-1	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-1	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-295
Saur-ST-2593	Saur-pta_-1	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-3	Saur-arcc-3	Saur-tpi_-1	Saur-yqil-296
Saur-ST-2594	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-320	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2595	Saur-pta_-285	Saur-gmk_-2	Saur-glpf-2	Saur-aroe-2	Saur-arcc-2	Saur-tpi_-2	Saur-yqil-2
Saur-ST-2596	Saur-pta_-256	Saur-gmk_-34	Saur-glpf-321	Saur-aroe-123	Saur-arcc-151	Saur-tpi_-261	Saur-yqil-49
Saur-ST-2597	Saur-pta_-1	Saur-gmk_-93	Saur-glpf-1	Saur-aroe-1	Saur-arcc-3	Saur-tpi_-5	Saur-yqil-3
Saur-ST-2598	Saur-pta_-2	Saur-gmk_-6	Saur-glpf-2	Saur-aroe-2	Saur-arcc-2	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2599	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-31	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-28
Saur-ST-2600	Saur-pta_-161	Saur-gmk_-6	Saur-glpf-8	Saur-aroe-14	Saur-arcc-10	Saur-tpi_-240	Saur-yqil-2
Saur-ST-2601	Saur-pta_-11	Saur-gmk_-15	Saur-glpf-37	Saur-aroe-1	Saur-arcc-294	Saur-tpi_-1	Saur-yqil-40
Saur-ST-2602	Saur-pta_-107	Saur-gmk_-34	Saur-glpf-43	Saur-aroe-1	Saur-arcc-36	Saur-tpi_-116	Saur-yqil-105
Saur-ST-2603	Saur-pta_-213	Saur-gmk_-18	Saur-glpf-239	Saur-aroe-373	Saur-arcc-202	Saur-tpi_-283	Saur-yqil-298
Saur-ST-2604	Saur-pta_-4	Saur-gmk_-198	Saur-glpf-1	Saur-aroe-3	Saur-arcc-2	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2605	Saur-pta_-12	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-3
Saur-ST-2606	Saur-pta_-10	Saur-gmk_-6	Saur-glpf-8	Saur-aroe-11	Saur-arcc-295	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2607	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-322	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2608	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-24	Saur-yqil-299
Saur-ST-2609	Saur-pta_-286	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-3	Saur-arcc-2	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2610	Saur-pta_-19	Saur-gmk_-103	Saur-glpf-15	Saur-aroe-23	Saur-arcc-19	Saur-tpi_-20	Saur-yqil-15
Saur-ST-2611	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-300
Saur-ST-2612	Saur-pta_-6	Saur-gmk_-2	Saur-glpf-2	Saur-aroe-2	Saur-arcc-2	Saur-tpi_-3	Saur-yqil-301
Saur-ST-2613	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-374	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2614	Saur-pta_-18	Saur-gmk_-18	Saur-glpf-28	Saur-aroe-375	Saur-arcc-1	Saur-tpi_-33	Saur-yqil-50
Saur-ST-2615	Saur-pta_-12	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-4	Saur-arcc-296	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2616	Saur-pta_-10	Saur-gmk_-2	Saur-glpf-323	Saur-aroe-33	Saur-arcc-8	Saur-tpi_-50	Saur-yqil-5
Saur-ST-2617	Saur-pta_-107	Saur-gmk_-34	Saur-glpf-43	Saur-aroe-123	Saur-arcc-36	Saur-tpi_-116	Saur-yqil-105
Saur-ST-2618	Saur-pta_-5	Saur-gmk_-199	Saur-glpf-4	Saur-aroe-1	Saur-arcc-4	Saur-tpi_-5	Saur-yqil-4
Saur-ST-2619	Saur-pta_-6	Saur-gmk_-2	Saur-glpf-6	Saur-aroe-5	Saur-arcc-6	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2620	Saur-pta_-288	Saur-gmk_-2	Saur-glpf-45	Saur-aroe-57	Saur-arcc-6	Saur-tpi_-58	Saur-yqil-57
Saur-ST-2621	Saur-pta_-289	Saur-gmk_-27	Saur-glpf-324	Saur-aroe-373	Saur-arcc-203	Saur-tpi_-220	Saur-yqil-303
Saur-ST-2622	Saur-pta_-1	Saur-gmk_-200	Saur-glpf-1	Saur-aroe-376	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-1
Saur-ST-2623	Saur-pta_-4	Saur-gmk_-66	Saur-glpf-1	Saur-aroe-3	Saur-arcc-3	Saur-tpi_-19	Saur-yqil-3
Saur-ST-2624	Saur-pta_-12	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-123	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-40
Saur-ST-2625	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-377	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2626	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-325	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2627	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-4	Saur-arcc-297	Saur-tpi_-1	Saur-yqil-28
Saur-ST-2628	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-378	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2629	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-284	Saur-yqil-10
Saur-ST-2630	Saur-pta_-1	Saur-gmk_-201	Saur-glpf-1	Saur-aroe-3	Saur-arcc-3	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2631	Saur-pta_-290	Saur-gmk_-8	Saur-glpf-1	Saur-aroe-168	Saur-arcc-4	Saur-tpi_-10	Saur-yqil-8
Saur-ST-2632	Saur-pta_-4	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-31	Saur-arcc-5	Saur-tpi_-6	Saur-yqil-3
Saur-ST-2633	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-285	Saur-yqil-10
Saur-ST-2634	Saur-pta_-20	Saur-gmk_-2	Saur-glpf-19	Saur-aroe-379	Saur-arcc-3	Saur-tpi_-26	Saur-yqil-39
Saur-ST-2635	Saur-pta_-1	Saur-gmk_-202	Saur-glpf-1	Saur-aroe-1	Saur-arcc-298	Saur-tpi_-1	Saur-yqil-1
Saur-ST-2636	Saur-pta_-8	Saur-gmk_-5	Saur-glpf-326	Saur-aroe-6	Saur-arcc-7	Saur-tpi_-8	Saur-yqil-6
Saur-ST-2637	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-111	Saur-aroe-371	Saur-arcc-12	Saur-tpi_-5	Saur-yqil-90
Saur-ST-2638	Saur-pta_-6	Saur-gmk_-2	Saur-glpf-2	Saur-aroe-2	Saur-arcc-8	Saur-tpi_-3	Saur-yqil-297
Saur-ST-2639	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-111	Saur-aroe-89	Saur-arcc-12	Saur-tpi_-5	Saur-yqil-90
Saur-ST-2640	Saur-pta_-7	Saur-gmk_-20	Saur-glpf-6	Saur-aroe-33	Saur-arcc-18	Saur-tpi_-282	Saur-yqil-48
Saur-ST-2641	Saur-pta_-109	Saur-gmk_-2	Saur-glpf-45	Saur-aroe-55	Saur-arcc-8	Saur-tpi_-14	Saur-yqil-5
Saur-ST-2642	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-3	Saur-arcc-3	Saur-tpi_-4	Saur-yqil-305
Saur-ST-2643	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-3	Saur-arcc-301	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2644	Saur-pta_-13	Saur-gmk_-2	Saur-glpf-6	Saur-aroe-18	Saur-arcc-18	Saur-tpi_-286	Saur-yqil-18
Saur-ST-2645	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-3	Saur-arcc-3	Saur-tpi_-4	Saur-yqil-306
Saur-ST-2646	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-328	Saur-aroe-3	Saur-arcc-3	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2647	Saur-pta_-12	Saur-gmk_-23	Saur-glpf-329	Saur-aroe-1	Saur-arcc-22	Saur-tpi_-4	Saur-yqil-31
Saur-ST-2648	Saur-pta_-1	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-27	Saur-arcc-3	Saur-tpi_-1	Saur-yqil-307
Saur-ST-2649	Saur-pta_-6	Saur-gmk_-2	Saur-glpf-2	Saur-aroe-2	Saur-arcc-300	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2650	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-3	Saur-arcc-302	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2651	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-385	Saur-arcc-3	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2652	Saur-pta_-10	Saur-gmk_-6	Saur-glpf-330	Saur-aroe-14	Saur-arcc-10	Saur-tpi_-3	Saur-yqil-308
Saur-ST-2653	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-8	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-40
Saur-ST-2654	Saur-pta_-12	Saur-gmk_-15	Saur-glpf-1	Saur-aroe-4	Saur-arcc-10	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2655	Saur-pta_-10	Saur-gmk_-6	Saur-glpf-1	Saur-aroe-14	Saur-arcc-1	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2656	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-3	Saur-arcc-303	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2657	Saur-pta_-12	Saur-gmk_-1	Saur-glpf-331	Saur-aroe-152	Saur-arcc-304	Saur-tpi_-4	Saur-yqil-309
Saur-ST-2658	Saur-pta_-292	Saur-gmk_-2	Saur-glpf-19	Saur-aroe-35	Saur-arcc-3	Saur-tpi_-26	Saur-yqil-39
Saur-ST-2659	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-310
Saur-ST-2660	Saur-pta_-4	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-3	Saur-arcc-3	Saur-tpi_-4	Saur-yqil-312
Saur-ST-2661	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-387	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2662	Saur-pta_-13	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-75	Saur-arcc-46	Saur-tpi_-68	Saur-yqil-60
Saur-ST-2663	Saur-pta_-12	Saur-gmk_-1	Saur-glpf-49	Saur-aroe-75	Saur-arcc-46	Saur-tpi_-68	Saur-yqil-60
Saur-ST-2664	Saur-pta_-1	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-388	Saur-arcc-3	Saur-tpi_-5	Saur-yqil-3
Saur-ST-2665	Saur-pta_-3	Saur-gmk_-2	Saur-glpf-2	Saur-aroe-75	Saur-arcc-2	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2666	Saur-pta_-12	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-13	Saur-arcc-13	Saur-tpi_-11	Saur-yqil-313
Saur-ST-2667	Saur-pta_-6	Saur-gmk_-2	Saur-glpf-2	Saur-aroe-2	Saur-arcc-8	Saur-tpi_-3	Saur-yqil-122
Saur-ST-2668	Saur-pta_-233	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-1	Saur-arcc-3	Saur-tpi_-99	Saur-yqil-3
Saur-ST-2669	Saur-pta_-13	Saur-gmk_-2	Saur-glpf-6	Saur-aroe-18	Saur-arcc-305	Saur-tpi_-15	Saur-yqil-7
Saur-ST-2670	Saur-pta_-12	Saur-gmk_-205	Saur-glpf-1	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2671	Saur-pta_-62	Saur-gmk_-18	Saur-glpf-6	Saur-aroe-380	Saur-arcc-6	Saur-tpi_-70	Saur-yqil-304
Saur-ST-2672	Saur-pta_-1	Saur-gmk_-203	Saur-glpf-1	Saur-aroe-78	Saur-arcc-3	Saur-tpi_-5	Saur-yqil-3
Saur-ST-2673	Saur-pta_-10	Saur-gmk_-18	Saur-glpf-45	Saur-aroe-381	Saur-arcc-6	Saur-tpi_-14	Saur-yqil-52
Saur-ST-2674	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-327	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-54
Saur-ST-2675	Saur-pta_-7	Saur-gmk_-20	Saur-glpf-6	Saur-aroe-33	Saur-arcc-299	Saur-tpi_-50	Saur-yqil-48
Saur-ST-2676	Saur-pta_-7	Saur-gmk_-2	Saur-glpf-45	Saur-aroe-382	Saur-arcc-6	Saur-tpi_-58	Saur-yqil-52
Saur-ST-2677	Saur-pta_-91	Saur-gmk_-204	Saur-glpf-46	Saur-aroe-66	Saur-arcc-6	Saur-tpi_-50	Saur-yqil-18
Saur-ST-2678	Saur-pta_-12	Saur-gmk_-66	Saur-glpf-239	Saur-aroe-383	Saur-arcc-202	Saur-tpi_-220	Saur-yqil-198
Saur-ST-2679	Saur-pta_-7	Saur-gmk_-83	Saur-glpf-113	Saur-aroe-384	Saur-arcc-6	Saur-tpi_-114	Saur-yqil-102
Saur-ST-2680	Saur-pta_-291	Saur-gmk_-1	Saur-glpf-2	Saur-aroe-2	Saur-arcc-2	Saur-tpi_-3	Saur-yqil-72
Saur-ST-2681	Saur-pta_-284	Saur-gmk_-6	Saur-glpf-8	Saur-aroe-40	Saur-arcc-10	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2682	Saur-pta_-7	Saur-gmk_-2	Saur-glpf-46	Saur-aroe-389	Saur-arcc-6	Saur-tpi_-50	Saur-yqil-18
Saur-ST-2683	Saur-pta_-56	Saur-gmk_-18	Saur-glpf-54	Saur-aroe-386	Saur-arcc-52	Saur-tpi_-32	Saur-yqil-65
Saur-ST-2684	Saur-pta_-20	Saur-gmk_-2	Saur-glpf-19	Saur-aroe-35	Saur-arcc-3	Saur-tpi_-26	Saur-yqil-311
Saur-ST-2685	Saur-pta_-10	Saur-gmk_-6	Saur-glpf-332	Saur-aroe-14	Saur-arcc-10	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2686	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-333	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2687	Saur-pta_-1	Saur-gmk_-1	Saur-glpf-334	Saur-aroe-1	Saur-arcc-60	Saur-tpi_-1	Saur-yqil-1
Saur-ST-2688	Saur-pta_-11	Saur-gmk_-15	Saur-glpf-1	Saur-aroe-1	Saur-arcc-12	Saur-tpi_-1	Saur-yqil-314
Saur-ST-2689	Saur-pta_-293	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2690	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-11	Saur-yqil-10
Saur-ST-2691	Saur-pta_-7	Saur-gmk_-2	Saur-glpf-12	Saur-aroe-79	Saur-arcc-6	Saur-tpi_-13	Saur-yqil-153
Saur-ST-2692	Saur-pta_-294	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-1	Saur-arcc-3	Saur-tpi_-287	Saur-yqil-3
Saur-ST-2693	Saur-pta_-6	Saur-gmk_-6	Saur-glpf-2	Saur-aroe-2	Saur-arcc-8	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2694	Saur-pta_-13	Saur-gmk_-59	Saur-glpf-6	Saur-aroe-18	Saur-arcc-6	Saur-tpi_-15	Saur-yqil-18
Saur-ST-2695	Saur-pta_-6	Saur-gmk_-6	Saur-glpf-2	Saur-aroe-271	Saur-arcc-2	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2696	Saur-pta_-7	Saur-gmk_-6	Saur-glpf-6	Saur-aroe-5	Saur-arcc-6	Saur-tpi_-14	Saur-yqil-5
Saur-ST-2697	Saur-pta_-19	Saur-gmk_-2	Saur-glpf-15	Saur-aroe-23	Saur-arcc-19	Saur-tpi_-288	Saur-yqil-15
Saur-ST-2698	Saur-pta_-12	Saur-gmk_-109	Saur-glpf-14	Saur-aroe-1	Saur-arcc-22	Saur-tpi_-53	Saur-yqil-31
Saur-ST-2699	Saur-pta_-6	Saur-gmk_-2	Saur-glpf-2	Saur-aroe-2	Saur-arcc-306	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2700	Saur-pta_-1	Saur-gmk_-14	Saur-glpf-1	Saur-aroe-1	Saur-arcc-4	Saur-tpi_-1	Saur-yqil-1
Saur-ST-2701	Saur-pta_-12	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-1	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-13
Saur-ST-2702	Saur-pta_-7	Saur-gmk_-2	Saur-glpf-6	Saur-aroe-5	Saur-arcc-6	Saur-tpi_-14	Saur-yqil-315
Saur-ST-2703	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-4	Saur-arcc-12	Saur-tpi_-1	Saur-yqil-316
Saur-ST-2704	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-335	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2705	Saur-pta_-6	Saur-gmk_-2	Saur-glpf-2	Saur-aroe-390	Saur-arcc-2	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2706	Saur-pta_-6	Saur-gmk_-2	Saur-glpf-2	Saur-aroe-2	Saur-arcc-2	Saur-tpi_-289	Saur-yqil-2
Saur-ST-2707	Saur-pta_-295	Saur-gmk_-2	Saur-glpf-2	Saur-aroe-2	Saur-arcc-2	Saur-tpi_-2	Saur-yqil-2
Saur-ST-2708	Saur-pta_-296	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2709	Saur-pta_-13	Saur-gmk_-44	Saur-glpf-49	Saur-aroe-75	Saur-arcc-46	Saur-tpi_-68	Saur-yqil-317
Saur-ST-2710	Saur-pta_-7	Saur-gmk_-206	Saur-glpf-45	Saur-aroe-95	Saur-arcc-18	Saur-tpi_-15	Saur-yqil-5
Saur-ST-2711	Saur-pta_-297	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-3	Saur-arcc-12	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2712	Saur-pta_-298	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-1	Saur-arcc-3	Saur-tpi_-5	Saur-yqil-3
Saur-ST-2713	Saur-pta_-22	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-1	Saur-arcc-63	Saur-tpi_-1	Saur-yqil-1
Saur-ST-2714	Saur-pta_-100	Saur-gmk_-15	Saur-glpf-1	Saur-aroe-391	Saur-arcc-3	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2715	Saur-pta_-10	Saur-gmk_-19	Saur-glpf-23	Saur-aroe-14	Saur-arcc-10	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2716	Saur-pta_-247	Saur-gmk_-105	Saur-glpf-1	Saur-aroe-59	Saur-arcc-7	Saur-tpi_-5	Saur-yqil-6
Saur-ST-2717	Saur-pta_-247	Saur-gmk_-105	Saur-glpf-1	Saur-aroe-57	Saur-arcc-6	Saur-tpi_-5	Saur-yqil-6
Saur-ST-2718	Saur-pta_-300	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-3	Saur-arcc-2	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2719	Saur-pta_-18	Saur-gmk_-18	Saur-glpf-336	Saur-aroe-26	Saur-arcc-1	Saur-tpi_-33	Saur-yqil-50
Saur-ST-2720	Saur-pta_-299	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-1	Saur-arcc-3	Saur-tpi_-291	Saur-yqil-3
Saur-ST-2721	Saur-pta_-301	Saur-gmk_-207	Saur-glpf-230	Saur-aroe-392	Saur-arcc-308	Saur-tpi_-189	Saur-yqil-184
Saur-ST-2722	Saur-pta_-1	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-124	Saur-arcc-3	Saur-tpi_-1	Saur-yqil-318
Saur-ST-2723	Saur-pta_-19	Saur-gmk_-2	Saur-glpf-15	Saur-aroe-23	Saur-arcc-19	Saur-tpi_-292	Saur-yqil-15
Saur-ST-2724	Saur-pta_-18	Saur-gmk_-18	Saur-glpf-337	Saur-aroe-26	Saur-arcc-1	Saur-tpi_-33	Saur-yqil-50
Saur-ST-2725	Saur-pta_-1	Saur-gmk_-1	Saur-glpf-41	Saur-aroe-1	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-1
Saur-ST-2726	Saur-pta_-7	Saur-gmk_-2	Saur-glpf-6	Saur-aroe-5	Saur-arcc-309	Saur-tpi_-14	Saur-yqil-5
Saur-ST-2727	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-102	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-319
Saur-ST-2728	Saur-pta_-7	Saur-gmk_-2	Saur-glpf-338	Saur-aroe-71	Saur-arcc-8	Saur-tpi_-58	Saur-yqil-2
Saur-ST-2729	Saur-pta_-20	Saur-gmk_-2	Saur-glpf-19	Saur-aroe-35	Saur-arcc-307	Saur-tpi_-26	Saur-yqil-39
Saur-ST-2730	Saur-pta_-302	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-13	Saur-arcc-13	Saur-tpi_-11	Saur-yqil-13
Saur-ST-2731	Saur-pta_-145	Saur-gmk_-101	Saur-glpf-20	Saur-aroe-23	Saur-arcc-151	Saur-tpi_-150	Saur-yqil-131
Saur-ST-2732	Saur-pta_-4	Saur-gmk_-2	Saur-glpf-1	Saur-aroe-3	Saur-arcc-2	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2733	Saur-pta_-11	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-4	Saur-arcc-4	Saur-tpi_-293	Saur-yqil-10
Saur-ST-2734	Saur-pta_-20	Saur-gmk_-19	Saur-glpf-339	Saur-aroe-35	Saur-arcc-3	Saur-tpi_-26	Saur-yqil-39
Saur-ST-2735	Saur-pta_-13	Saur-gmk_-2	Saur-glpf-340	Saur-aroe-122	Saur-arcc-19	Saur-tpi_-89	Saur-yqil-15
Saur-ST-2736	Saur-pta_-12	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-13	Saur-arcc-310	Saur-tpi_-11	Saur-yqil-13
Saur-ST-2737	Saur-pta_-13	Saur-gmk_-2	Saur-glpf-11	Saur-aroe-394	Saur-arcc-311	Saur-tpi_-12	Saur-yqil-14
Saur-ST-2738	Saur-pta_-11	Saur-gmk_-105	Saur-glpf-1	Saur-aroe-395	Saur-arcc-1	Saur-tpi_-4	Saur-yqil-10
Saur-ST-2739	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-396	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2740	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-397	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-10
Saur-ST-2741	Saur-pta_-14	Saur-gmk_-209	Saur-glpf-8	Saur-aroe-14	Saur-arcc-10	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2742	Saur-pta_-4	Saur-gmk_-8	Saur-glpf-341	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-4	Saur-yqil-3
Saur-ST-2743	Saur-pta_-8	Saur-gmk_-2	Saur-glpf-19	Saur-aroe-6	Saur-arcc-7	Saur-tpi_-26	Saur-yqil-39
Saur-ST-2744	Saur-pta_-260	Saur-gmk_-2	Saur-glpf-6	Saur-aroe-393	Saur-arcc-10	Saur-tpi_-58	Saur-yqil-2
Saur-ST-2745	Saur-pta_-8	Saur-gmk_-5	Saur-glpf-1	Saur-aroe-6	Saur-arcc-312	Saur-tpi_-8	Saur-yqil-6
Saur-ST-2746	Saur-pta_-10	Saur-gmk_-6	Saur-glpf-342	Saur-aroe-14	Saur-arcc-10	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2747	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-398	Saur-arcc-1	Saur-tpi_-276	Saur-yqil-10
Saur-ST-2748	Saur-pta_-303	Saur-gmk_-6	Saur-glpf-8	Saur-aroe-14	Saur-arcc-10	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2749	Saur-pta_-6	Saur-gmk_-208	Saur-glpf-2	Saur-aroe-2	Saur-arcc-2	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2750	Saur-pta_-12	Saur-gmk_-4	Saur-glpf-1	Saur-aroe-4	Saur-arcc-1	Saur-tpi_-1	Saur-yqil-3
Saur-ST-2751	Saur-pta_-19	Saur-gmk_-2	Saur-glpf-15	Saur-aroe-23	Saur-arcc-313	Saur-tpi_-20	Saur-yqil-15
Saur-ST-2752	Saur-pta_-7	Saur-gmk_-2	Saur-glpf-46	Saur-aroe-2	Saur-arcc-6	Saur-tpi_-50	Saur-yqil-18
Saur-ST-2753	Saur-pta_-304	Saur-gmk_-2	Saur-glpf-2	Saur-aroe-2	Saur-arcc-2	Saur-tpi_-3	Saur-yqil-2
Saur-ST-2754	Saur-pta_-305	Saur-gmk_-1	Saur-glpf-1	Saur-aroe-149	Saur-arcc-13	Saur-tpi_-11	Saur-yqil-13
